address,vested,award,unlockSchedule,lumpSumMonth
0x0006D2520609d628C1F40C5B4E4B6B52B766dC73,151500000000000000000,151500000000000000000,1,0
0x0006D45a62b3C67811b420B199Ebbe861efadB50,6000000000000000000000,6000000000000000000000,1,0
0x0006DA508E97f843956b204D751c22b496969d27,93200000000000000000,93200000000000000000,1,0
0x0006db17b48cB0746EA3529D34B1F6ABE65ab257,145763473629603000000,145763473629603000000,1,0
0x0006DB186C5a6c7bf6be8AE24f7A6dc39decD758,500000000000000000000000,500000000000000000000000,1,26
0x0006dc54d0eA70C27ef08B0E8902DA00988FE9BE,4900000000000000000000,4900000000000000000000,2,
0x0006e0e007bD4cbA40394DA7D20F337bce34bC53,1347000000000000000000,1347000000000000000000,1,0
0x0006e1DC369Ad7DC93CC369308fe04a0a483c8b1,660000000000000000000,660000000000000000000,1,0
0x0006E2192Cf6403b0c1C076d3C044F519908bC69,18000000000000000000,18000000000000000000,1,0
0x0006E2692cc32d045Ea737397B41f470B979a7f7,961200000000000000000,961200000000000000000,1,0
0x0006E3bF46614A2a8C346285A26d047204b50AAF,1164500000000000000000,1164500000000000000000,1,0
0x0006E483cb4b2B86F4FaDCf93CB1D26D17e0dF23,1049891125993350000000,1049891125993350000000,1,0
0x0006e4a9e6c052eca75C0DF4a9692ca6B55e173C,500000000000000000000000,500000000000000000000000,1,9
0x0006e7bA5Af8819Dac33d1E505FcC24910f9CF35,755200000000000000000,755200000000000000000,1,0
0x0006eDc22CCb7B0216cBA4352E39F63695c6E7eC,1355552832877020000000,1355552832877020000000,1,0
0x0006EF213BDbBcD350a1fA650cbAaE14a3C136c4,274600000000000000000,274600000000000000000,1,0
0x0006F0AEf8854e9e3f7d3f989d1ab94A60C7bd0a,111000000000000000000,111000000000000000000,1,0
0x0006f209C0454654B5528d2396EE42066c48e454,500000000000000000000000,500000000000000000000000,1,42
0x0006F5c5bCaF96F3E1Ef92F5b07E114BADFB4a16,500000000000000000000000,500000000000000000000000,1,25
0x0006F7F9deba1ec7b0Ab4Fa024fDa6a41EC20BeE,2494032295348510000000,2494032295348510000000,1,0
0x0006f9e081d2013614398C92058dF6E50c3e7279,244957359721005000000,244957359721005000000,1,0
0x0006fA059b00617F52697E31181B163dD4bC9DFC,1690500000000000000000,1690500000000000000000,1,0
0x0006fB3e563c4f6d5A9b4094A18ed03d86d8d08F,694500000000000000000,694500000000000000000,1,0
0x0006fd286f7b4beF639755e7f71A9C45E038de84,341255619517713000000,341255619517713000000,1,0
0x0006FeAac00785Bd2D46D118DbA611C40980C521,120800000000000000000,120800000000000000000,1,0
0x0006fF4c0905Fe789AefBe0D51bACf1Af8B3847B,367528002512265000000,367528002512265000000,1,0
0x0007011d14B250d13A30Ad45acd0Bf5A694E0f54,85000000000000000000,85000000000000000000,1,0
0x000703D2d4E237dae64b3Fc74B4aC966d4498ff2,33796655774686500000,33796655774686500000,1,0
0x000703ec316A6b264e204Dbe3d1DfEf59d6942A9,132801474738057000000,132801474738057000000,1,0
0x000704dE9584ACaec1B6709485C5a05173bbe394,202838125000000000000,202838125000000000000,1,0
0x00070903933fA5C7CB3b777Dd9b2D476c031D43F,1265000000000000000000,1265000000000000000000,1,0
0x00070a68210A222804973051de8459dbeb6B107C,411000000000000000000,411000000000000000000,1,0
0x00070BEe4c996Bf2188455694AfC04e062B92B47,393400000000000000000,393400000000000000000,1,0
0x00070Ca32cafE2A64482D90d508E5f3d7F13Ec4F,358500000000000000000,358500000000000000000,1,0
0x00070CdAC6F38265dB9fbfbF6B8D5Dca3cC8a7da,36339811912693900000,36339811912693900000,1,0
0x00070d8F375471A21263D2a6a28DC4c052Fc2DD0,1065000000000000000000,1065000000000000000000,1,0
0x0007105e89B2b0C26E9abb1da27D288E6DC0AF67,1288500000000000000000,1288500000000000000000,1,0
0x000710A0Cac3d27EE476e392Be5f52a46dfdC399,500000000000000000000000,500000000000000000000000,1,23
0x00071244F34baEC0e881265f8A4B33d3b9C3aD98,500000000000000000000000,500000000000000000000000,1,0
0x000718c02b8443CF846d82f7613d1551FBE94e2f,500000000000000000000000,500000000000000000000000,1,23
0x0007199C1Df3Ad51d6281E07bb17e33eD4DB5Be3,51375051526402700000,51375051526402700000,1,0
0x00071a47B95d18D5b3db4d4563a5004125bf94Fb,414000000000000000000,414000000000000000000,1,0
0x00071A4d306A0A6aF9c701f42E97EA93d791c7D3,566991048204239000000,566991048204239000000,1,0
0x00071AcF7356B2030622536879823147aECA6B33,500000000000000000000000,500000000000000000000000,1,45
0x00071be0C931682EbD920CA05F63Bc9D8Bc59203,538500000000000000000,538500000000000000000,1,0
0x00071f25b11806647C16870e9806AAFd064a12d0,367500000000000000000,367500000000000000000,1,0
0x0007252A783d312DD8746649f837d2225684cF73,153389552782091000000,153389552782091000000,1,0
0x00072970a50394A99376d57c05ED3891456C86FF,500000000000000000000000,500000000000000000000000,1,31
0x0007299B7a1770360b089D8fd4334B2086600e1c,1636500000000000000000,1636500000000000000000,1,0
0x00072CA2794De6504F3187568AcDCF618e8938ff,375000000000000000000,375000000000000000000,1,0
0x00072F010Af23417cBf221d366708ac2397664D7,412500000000000000000,412500000000000000000,1,0
0x0007328700bC2930EB13a83A981A459d5d7C8629,500000000000000000000000,500000000000000000000000,1,65
0x0007365081c9Befe8791008bACE6D2345967D8d5,500000000000000000000000,500000000000000000000000,1,0
0x0007370fcc9cbF078dF453672c9F09883c3348d9,500000000000000000000000,500000000000000000000000,1,51
0x00073A1803b06187Ace8eC7477482Ea26Be23Cc5,593200000000000000000,593200000000000000000,1,0
0x00073BA2A2389FB542002dD1434628330b411493,155552500000000000000,155552500000000000000,1,0
0x00073DB99629954d965f3034455e702506783Cfe,720564066119600000000,720564066119600000000,1,0
0x00073E74EF100Ef4364087C2aFdC1894d3626e9C,500000000000000000000000,500000000000000000000000,1,0
0x00074014B2cD84ECaefD6842e840aacb0D317614,78000000000000000000,78000000000000000000,1,0
0x000740Faea3f4A6d8ce6fb208D9D55613D819B52,500000000000000000000000,500000000000000000000000,1,10
0x0007436354467aE210Cfe2f2C468aCEcb011C784,79000000000000000000,79000000000000000000,1,0
0x00074534e24bA5F3462003888301670B16B0E858,790247042285775000000,790247042285775000000,1,0
0x000745f05eCcEDDF8CC854B4e94D9d271e7D3A67,597071223434128000000,597071223434128000000,1,0
0x000747B5A51696630e7ffd3961ac12d87CD5146d,500000000000000000000000,500000000000000000000000,1,0
0x00074829f4E0A3Ad03A903dBE94479519c67Ab22,114000000000000000000,114000000000000000000,1,0
0x00074e83bC50B9c69EF497Bc5FEE2E1d7D149dEa,2129900000000000000000,2129900000000000000000,1,0
0x00074F787d0F3a645E02871B3FE78f3359F2834f,424500000000000000000,424500000000000000000,1,0
0x0007507fb43113d48136A7DaFE7A467dF8cEF38F,500000000000000000000000,500000000000000000000000,1,0
0x000750fADA247bc227a01a401BBa9Ad1bbcFd8cB,1123500000000000000000,1123500000000000000000,1,0
0x0007536E8370160d21d68cdEB44D159afb99605E,500000000000000000000000,500000000000000000000000,1,49
0x0007570A9c3e3f748113873eea014E3711A16Dc5,1357500000000000000000,1357500000000000000000,1,0
0x000758DDD1F21931ceEB771a83ce602f828cd4f3,191200000000000000000,191200000000000000000,1,0
0x00075b10662f0debD118941d25b7038c731BE9d9,500000000000000000000000,500000000000000000000000,1,12
0x00075bbF162DE4255cE2befa4b67e6A29EE05A3A,773129127812134000000,773129127812134000000,1,0
0x00075be58c6fbbB40820f22DA04BdB797CE41D2c,500000000000000000000000,500000000000000000000000,1,17
0x00075C182E810C962a8B4604add14dd1e1611D70,305164262479305000000,305164262479305000000,1,0
0x00075dcDD68391Be83Bb44b73ea0bba9992ee211,55800000000000000000,55800000000000000000,1,0
0x00075DF8343D78b4707cBEa44a9Ca4A00216FA4e,588000000000000000000,588000000000000000000,1,0
0x000760288296e733021d38C0531FAF5C5055A0bf,500000000000000000000000,500000000000000000000000,1,32
0x000760b8597Dd235140a1eFf7E36706dd5B303bE,500000000000000000000,500000000000000000000,2,
0x0007680F7eff4BB02E3a9FD91c2f7C193260250D,19306700000000000000000,19306700000000000000000,2,
0x00076B2b005F1f0B29A669bFdb76a8251fA81A59,48000000000000000000,48000000000000000000,1,0
0x00076c854DD0703AA47fEfF8b38755b10b07FF1a,602575262545297000000,602575262545297000000,1,0
0x00076Da82eF9d72604805928BA9B656F23bedB93,500000000000000000000000,500000000000000000000000,1,43
0x00076dd6E05Ed1CaDE1c3a01bb3dc7dc49a4fc56,127900000000000000000,127900000000000000000,1,0
0x000771688EC7FC7D74c1096EfA053a6C28e6416b,1269000000000000000000,1269000000000000000000,1,0
0x0007725a95c2A20358af20B01359aCc71377d3Fb,500000000000000000000000,500000000000000000000000,1,18
0x000773902F1985B290D397c38977cf19A1a94223,598210114851295000000,598210114851295000000,1,0
0x000773B026470Bd8AbEfB6C02Fd2Cc2ad75b0E20,573000000000000000000,573000000000000000000,1,0
0x000774524264d66BA60CBad347C2834DE0F72f07,250809784718966000000,250809784718966000000,1,0
0x000776D328a5F4DE23Af88bae94D7a96BA6D2c0E,1776026043872090000000,1776026043872090000000,1,0
0x00077A3C45752c516d3328c3D0f4c0b078dB1bf3,90600000000000000000,90600000000000000000,1,0
0x00077E62bbaBC3B1c1F740F28CeB973427204EDe,500000000000000000000000,500000000000000000000000,1,21
0x00077F2C95C9fCE99498A3Dba4D1585240713Fd1,500000000000000000000000,500000000000000000000000,1,14
0x00077Fd5628E9F28CEB9240f2a687BBF7b57745b,500000000000000000000000,500000000000000000000000,1,64
0x00078477EEEC23a50390a28eBc9FA56Be74e0a16,4543352000000000000000,4543352000000000000000,2,
0x0007860fD4cb7f59707a0d477D9e43133F08d947,500000000000000000000000,500000000000000000000000,1,47
0x00078756998FF6d1BcF0684cFfF1e635AaE40825,127600000000000000000,127600000000000000000,1,0
0x000787c6001c5E01a5ecb9fcfEda2b5B902F56FA,16027500000000000000000,16027500000000000000000,1,0
0x0007892e90B9D6894F47f5e7DE37EEED25A369D9,1072527193026870000000,1072527193026870000000,1,0
0x0007896b3C4C361Ee2E84B01401AaD266FC97D23,500000000000000000000000,500000000000000000000000,1,19
0x00078B9f45D975336F6e366e13956E7239271E8a,500000000000000000000000,500000000000000000000000,1,63
0x000793f18778Ec16BBAa3aF943680Ba98Fed7c51,500000000000000000000000,500000000000000000000000,1,39
0x000794c6Ac1442B58C31a52b574Cca59D457a4c6,500000000000000000000000,500000000000000000000000,1,54
0x00079678985Ae460322a1B573ce44b283eBEE287,442801238850949000000,442801238850949000000,1,0
0x000797267609f2D24f3801e047389CE22b12dD2A,500000000000000000000000,500000000000000000000000,1,51
0x000798fCE13eaF0737168d3f33B4edB74BF3F83f,500000000000000000000000,500000000000000000000000,1,71
0x000799bDD1feeae8B9903c4d54d1a5f0620b8A5B,46573407338537700000,46573407338537700000,1,0
0x0007A0FD542DdA2942e9E91Eed84404aFE32b49E,80319765844509400000000,80319765844509400000000,1,0
0x0007a28D0aeF497096dA5C5aB89bb97AADf9d040,500000000000000000000000,500000000000000000000000,1,29
0x0007A296204F7DB4fb5538Bc64dd61279722493E,8514000000000000000000,8514000000000000000000,1,0
0x0007A2B0871AbDe618d67d3BE494501F387f6a1C,538765162730521000000,538765162730521000000,1,0
0x0007A34EcFA1aF0B46606e0010e6dEdbC1D7654e,500000000000000000000000,500000000000000000000000,1,0
0x0007a492f7Bc16be9022Fc2CCcb327A36A35aAFA,1474500000000000000000,1474500000000000000000,1,0
0x0007A8F3dC043d52cB333d046801E75349987871,465177136632617000000,465177136632617000000,1,0
0x0007A9580A9c22A85D7a1D79E846171698bc0c14,500000000000000000000000,500000000000000000000000,1,7
0x0007A9F2834B4F3592AC3b9123660baBF7eA304b,684365000000000000000,684365000000000000000,1,0
0x0007aaa1002A2EdE1920512F4a6A20BeA7eE6BfE,1146000000000000000000,1146000000000000000000,1,0
0x0007Ac1d96a1307B7F856f83FCc3761Ae28BB31E,228500000000000000000,228500000000000000000,1,0
0x0007ac574DA72d76c1A96EF75b22496C7024F695,500000000000000000000000,500000000000000000000000,1,0
0x0007Acc96Be19787DAa045Da7394b874fa3D4dB0,500000000000000000000000,500000000000000000000000,1,33
0x0007Ae0613acE9c935820c446364ede8D3EBdcDF,33876250000000000000,33876250000000000000,1,0
0x0007Ae929CC7172F2047EDD6AcfA1758Fc49Ee1b,350900000000000000000,350900000000000000000,1,0
0x0007AE92f4d3C9E1D740EC614038E9e0B15d3BeF,829496398058103000000,829496398058103000000,1,0
0x0007B1d1378bc8A0b25fd519e68E643d7336b6E3,201600000000000000000,201600000000000000000,1,0
0x0007b70fE7D388502282D704d83399A3E6F8bC62,9447075698959600000000,9447075698959600000000,1,0
0x0007B828Ff5f0838C03191F27e60C0D9671F084C,159400000000000000000,159400000000000000000,1,0
0x0007B836a3B7292D7F6f929F375556d53042cF79,500000000000000000000000,500000000000000000000000,1,8
0x0007b9cA763F04D035D30479E21b9A7303B60Fd6,174700000000000000000,174700000000000000000,1,0
0x0007BA52ad2E53d2c17E26cA430111c2e82E28C4,500000000000000000000000,500000000000000000000000,2,
0x0007bC07d62EbB929d9997c8af15FAc95811E415,241500000000000000000,241500000000000000000,1,0
0x0007bFb32663a039b03F54942E49dea9ac3Bb512,213852500000000000000,213852500000000000000,1,0
0x0007BFfFd855015F32051Fd8b415b116bA3CaE5a,500000000000000000000000,500000000000000000000000,1,27
0x0007C110D3e7C2C8651b03Bf72f87c02C4b4b1Ab,11872299134399800000000,11872299134399800000000,1,0
0x0007c5f341364c0E6169E00E34B5C53dcEb312EA,3052457840552540000000,3052457840552540000000,1,0
0x0007c79C07e261c9Cb2f31753B5f3E093Bc997DD,500000000000000000000000,500000000000000000000000,1,0
0x0007c8e866c212B2a968d6105668899B919b4f87,200600000000000000000,200600000000000000000,1,0
0x0007cCf6e63c9e00bDaEC00ac75c7115e246cB21,1294500000000000000000,1294500000000000000000,1,0
0x0007cD72c809f2Efc04B074edAdFaebAD839abD8,500000000000000000000000,500000000000000000000000,1,34
0x0007d246be58768A8Ad38976b4129B8f4Ce36014,99661784191292500000,99661784191292500000,1,0
0x0007d5Af574393BbB28595D8582aF12Ded5dc358,98300000000000000000,98300000000000000000,1,0
0x0007D5d4491C960A5f92c066d28a27Cb989e4E2e,1905000000000000000000,1905000000000000000000,1,0
0x0007d5FDf269761053dF0087a17F3940c7B933DE,184190858779081000000,184190858779081000000,1,0
0x0007ddBCb184C47f10FAE150B5c0E9e29764425F,131000000000000000000,131000000000000000000,1,0
0x0007ddC976705931D381c26a6f8Cf14C99340cED,414873899293739000000,414873899293739000000,1,0
0x0007dEa790b6fa569fd880949816dd75D2052186,814852500000000000000,814852500000000000000,1,0
0x0007DEf54F5d66e20A87588394C7613B0ad7Aa44,500000000000000000000000,500000000000000000000000,1,59
0x0007DF925c0BEE34B2b367ce5B017BC1B069FDA1,1299000000000000000000,1299000000000000000000,1,0
0x0007e385329593cB0e52F76316E640f491F40A37,577500000000000000000,577500000000000000000,1,0
0x0007E6c2a539a2432D9aB876272C5C342978104E,968520750000000000000,968520750000000000000,1,0
0x0007e84dFA37bB2e4e8012BE484caCbBCcbF4830,139500000000000000000,139500000000000000000,1,0
0x0007E8A06D640e0CAC86F5F2653A014e974e7205,24644239989416100000000,24644239989416100000000,1,0
0x0007E93D15BC89337eD2A706700bAcd446b720A7,462000000000000000000,462000000000000000000,1,0
0x0007e95eC4A88e5A0db3fF0AdF949b4632EA2E19,500000000000000000000000,500000000000000000000000,1,19
0x0007Eb4F93822370f83EC75d8e81dd0De5dA1A1f,178838125000000000000,178838125000000000000,1,0
0x0007f1BF712b6CBdC36a8C79F5A023587308D861,316500000000000000000,316500000000000000000,1,0
0x0007F22d82c9bc6c7eFd89536D4B4c58a11ce6AE,599117344099657000000,599117344099657000000,1,0
0x0007f710386BF0799bDD4B7751aF7Ed8177B9162,416060378475964000000,416060378475964000000,1,0
0x0007F86B69802Ab03ee3939f194724A21A8344A5,500000000000000000000000,500000000000000000000000,1,22
0x0007f8ecAAd8b73Eab61dfaEBa9ce08eE4e3ad89,879395354033988000000,879395354033988000000,1,0
0x0007FadD3E0711549680d5BF9846d8BcA74189FB,280500000000000000000,280500000000000000000,1,0
0x0007ff74d74999d1215316F71BED50E6119882ae,128300848970811000000,128300848970811000000,1,0
0x000807ddb0F7fB7f590FF424a2D813eff85db500,367500000000000000000,367500000000000000000,1,0
0x000809719E4DdCd4A8478c84aa7456b2b6113420,57000000000000000000,57000000000000000000,1,0
0x000809DD8efE123633fE926DaC7d768a507dC9d3,500000000000000000000000,500000000000000000000000,1,68
0x00080ab2AD18c8740cC060ca18B0E45bf7875835,48403696000000000000000,48403696000000000000000,2,
0x00080Aeef728a342A0070c602A1b2f1A24fE25a9,169948137929264000000000,169948137929264000000000,1,0
0x00080B28cd10F6071763Dc70db399cda93650CbA,462269147337265000000,462269147337265000000,1,0
0x00080d0B21ac5E9CECA51B89190031BC9AFF606D,1368000000000000000000,1368000000000000000000,1,0
0x00080F1c9fC61a9d8089a2457E0DeeBa5773c3d7,10000000000000000000000000,10000000000000000000000000,2,
0x00080F85832E5D964b5d17d4Caba7ef6305AeC92,500000000000000000000000,500000000000000000000000,1,42
0x000810FEd209a2cd3025e42AA1f9637ecD42A89B,121800000000000000000,121800000000000000000,1,0
0x000811dC90038E1dF9069234DAF19CE5D37fB5D8,500000000000000000000000,500000000000000000000000,1,63
0x000814409f1AebCFB4BF5EcF8Cc07AF60DeD74C3,211500000000000000000,211500000000000000000,1,0
0x00081468D7847483922D600F7Fe6818Ce0010873,33782360896848600000,33782360896848600000,1,0
0x000816fff22b222A4D141a4e690538ceec3D0C14,500000000000000000000000,500000000000000000000000,1,42
0x000817C5769BEDbE5a5303Dc8fa235e909A30757,628500000000000000000,628500000000000000000,1,0
0x000817eA32e7813e7c9c1ED0Fa625EF6d274Aa76,368129719194700000000,368129719194700000000,1,0
0x0008182A953E6a98aa7eE577411260Fd42C6f5e1,500000000000000000000000,500000000000000000000000,1,37
0x00081a5214e3B509587A8f1115e693DE90549981,500000000000000000000000,500000000000000000000000,1,24
0x00081a523B03c83aF89E2856e18b33c6eB7eE8fa,44600000000000000000,44600000000000000000,1,0
0x00081aDB2d5a9557C2707D7bCb7F013d7a309B5F,1375706893184340000000,1375706893184340000000,1,0
0x00081c45e6865f4620bc606215bf9c7E3A8D9ab9,616690625000000000000,616690625000000000000,1,0
0x00081fEE5c8d24b4926C90C870328e3975436A40,62000000000000000000,62000000000000000000,1,0
0x00082307bf0eB436Fe7833a49710A8D0e4104547,858000000000000000000,858000000000000000000,1,0
0x0008252aED855784c5EC5fdC36d33099A8e348A5,2881968447543330000000,2881968447543330000000,1,0
0x0008293874f85341E912509812CcDb28F52Be867,500000000000000000000000,500000000000000000000000,1,18
0x00082DaC445930bf38Fc3480699D046D2b9EdD45,136200000000000000000,136200000000000000000,1,0
0x00082DC2d2017F89675ad578Fc64dD804Db49dAF,1215000000000000000000,1215000000000000000000,1,0
0x00082Eb66841281Ec4EcA34e45F97179Bc6F3709,500000000000000000000000,500000000000000000000000,3,
0x000835c0Ca7A199E74E0A3dD2aCeC65CE8BDfcbB,45470500000000000000,45470500000000000000,1,0
0x0008369328aE600Fbe4dfe04BE80aA2981c22840,57326205089899900000,57326205089899900000,1,0
0x000836Dd50328C98273E2F27438c68691803A65C,2000000000000000000000000,2000000000000000000000000,3,
0x000838Fe26Afb385249Dab49209bCc91F31865dF,164206200000000000000,164206200000000000000,1,0
0x0008393b1f8Dd6D1DBFCaE429B0F25Fa4Bb8098C,500000000000000000000000,500000000000000000000000,1,36
0x00083B24759F47DB92EBC6044Ae21E6AcB6FF9a2,43315120425214900000,43315120425214900000,1,0
0x00083cF595E3Dea8DfaD3cfB9AF62C084CEB27A8,126807459545043000000,126807459545043000000,1,0
0x00083eC9fe295f11aA7dA4C13A655aF49E3Df51F,1393500000000000000000,1393500000000000000000,1,0
0x00083Edb1DC728a2Ce32367eD86A6d82BaD792C6,324000000000000000000,324000000000000000000,1,0
0x0008404745Eb2fa7B339E2DcF2C8e5F07e19A5E8,1147500000000000000000,1147500000000000000000,1,0
0x000843db168Cd3944ABf30b143a390317601DCf4,64500000000000000000,64500000000000000000,1,0
0x00084487Ff8a3fEC5a33c0FD46CC8D34abDb80D8,280500000000000000000,280500000000000000000,1,0
0x00084B96F34c58A1Ab62DeCD6087a43170721352,500000000000000000000000,500000000000000000000000,1,0
0x00085167a3E1F204FE0eC6652fcDE6acb8A16Af7,1391000000000000000000,1391000000000000000000,1,0
0x0008547bB7462E76a99e975F6d0D0324086E7618,500000000000000000000000,500000000000000000000000,1,12
0x000854AC12BaAbA626Df0545f5AA0d810863a888,261794030750288000000,261794030750288000000,1,0
0x00085aB099735de850c8e9384CE503A0B81F767A,322607024139920000000,322607024139920000000,1,0
0x00085CAfA455D8A7473a88AE909f926cab6D79Fa,3251556905324760000000,3251556905324760000000,1,0
0x00085f1DB41cA9030957840fBC465E3C99E153d7,772500000000000000000,772500000000000000000,1,0
0x000862442FCA623a7D752E3321C6c94B918829C2,68600000000000000000,68600000000000000000,1,0
0x00086636746360850dA523129685204693CF4Cd6,250000000000000000000,250000000000000000000,2,
0x0008670f15B4387f5191812dDA91a8c58aEad53E,1805500000000000000000,1805500000000000000000,1,0
0x000867bBEbe96015F1e51CB1dd06f64594630737,500000000000000000000000,500000000000000000000000,1,39
0x00086998aD9442132eaF959a68d853039ef5e221,500000000000000000000000,500000000000000000000000,1,44
0x00086b9fB0f331886bdcB6C246b41256b7492272,7501797081215260000000,7501797081215260000000,1,0
0x000871Ac7Ecaefc5084afa4b470931f240De499a,199800000000000000000,199800000000000000000,1,0
0x000871ae9aecEb5be9157627816f19aA5Adf2531,9958144000000000000000,9958144000000000000000,1,0
0x000872fE213519B248B1d90bD1406faF762cE870,500000000000000000000000,500000000000000000000000,1,0
0x000874B316BB25405239e0c2448A6Dc311fBD508,20988281643600000000,20988281643600000000,1,0
0x0008778fCc9Ab53bd33063A8b3D71AB094Ba337A,456000000000000000000,456000000000000000000,1,0
0x00087bD9E42C19414ab2eFE4116f878eE779e59C,500000000000000000000000,500000000000000000000000,1,12
0x00087F323bEc1BC75573D08642578f7C1e3759eC,500000000000000000000000,500000000000000000000000,1,45
0x0008803222BF7d34aE4b62a394647d12C068Ce32,1927059811252610000000,1927059811252610000000,1,0
0x0008811F0336BFC84231794fC120717Fd960B8Ff,500000000000000000000000,500000000000000000000000,1,28
0x000882815e76b38d80CAe8666bD5568B05261A78,500000000000000000000000,500000000000000000000000,1,19
0x0008844fE56e4a8D748fB0A9552bf09CA502098d,500000000000000000000,500000000000000000000,2,
0x00088511f7f3d8BadbB674Ebb19e216084658ffa,500000000000000000000000,500000000000000000000000,1,25
0x000885611ae0B7DD3F082721Af63E6847ee1d013,382000000000000000000,382000000000000000000,1,0
0x000885C421511cdFA864a39E204A836e011078ca,210423862799666000000,210423862799666000000,1,0
0x0008895bC0768688079D31896285d8260bD7AA7D,531462946395442000000,531462946395442000000,1,0
0x00089233F25929bD221862F66e86c3eee5c61a50,122762793006972000000,122762793006972000000,1,0
0x000895747baaC7647F1d329092512289d204fC96,927376117729010000000,927376117729010000000,1,0
0x000895F159EF220F071EBb67A904ce4d748C4A6f,500000000000000000000000,500000000000000000000000,1,6
0x00089e4D107b82A02b07F0B661ED78cB16e119ce,29351500000000000000000,29351500000000000000000,1,0
0x0008A2CE0D345e19075772c8DDb897A83669F80b,814551540424124000000,814551540424124000000,1,0
0x0008A4B847Fc6B4Ef644d77293bb2670711Ae947,51017268746100000000,51017268746100000000,1,0
0x0008A60557c61de499F1a8327e0C3Bf1e38Ba4Fa,1075500000000000000000,1075500000000000000000,1,0
0x0008a6C59C11E3496455ABF9eFeE8bb3E1Bee674,1500000000000000000000,1500000000000000000000,2,
0x0008A9aabA45E97B8F999A641dc5e8aCbdF1dB65,433500000000000000000,433500000000000000000,1,0
0x0008acdB785B86f3858Ac6555363587F82fEF530,500000000000000000000000,500000000000000000000000,1,61
0x0008aeF632527710B93e233e8CBe3E153D2EcDF8,500000000000000000000,500000000000000000000,2,
0x0008aF1e0a0b09184E4d80C8802686185E8d128b,304000000000000000000,304000000000000000000,1,0
0x0008aF923ac319EfAD3f715f7a0D43AB50c5496f,129600000000000000000,129600000000000000000,1,0
0x0008B011fa278383297f624F1b9af125FC56D44f,6109409054515270000000,6109409054515270000000,1,0
0x0008b2495bc623C31512301248164F61887A49b1,806500000000000000000,806500000000000000000,1,0
0x0008b6980c4F8178AB01Ab908E48724191eB2579,1061987904734480000000,1061987904734480000000,1,0
0x0008baaa25baaEEA9C5fC783F9272653E0561dA2,500000000000000000000000,500000000000000000000000,1,27
0x0008bB1A92ee1d1275686D6c97cEDf152253Fd5A,185200000000000000000,185200000000000000000,1,0
0x0008BD175AF7FEA612d05ed7975Cd7420011EDA6,40000000000000000000,40000000000000000000,1,0
0x0008C3cace41421D70Bb990dcb2b68FFcf935403,6000000000000000000000,6000000000000000000000,1,0
0x0008c5542a6aB56F70F58A4F1FF408932ADaFd12,500000000000000000000000,500000000000000000000000,1,38
0x0008C5BBa835A31fcC7801d3652cb1d9Ae4364e2,500000000000000000000000,500000000000000000000000,1,47
0x0008c67955D80B1e33268bAb0d92a9C3aa632456,1605000000000000000000,1605000000000000000000,1,0
0x0008c7EC7ba45D844f386BB8E41db30B6d2e984B,1248000000000000000000,1248000000000000000000,1,0
0x0008caCf0Ec5c74caA25d381133bFa774f848fE2,64853021241526500000,64853021241526500000,1,0
0x0008cE6C49BdDC1a98cE37e999D2034162A67FA4,345000000000000000000,345000000000000000000,1,0
0x0008D0B78130c78b965eD5930A440D3b5aE74B72,500000000000000000000000,500000000000000000000000,1,11
0x0008d2EF9Deee45887a1aa4b6322D489e0B776B5,150676250000000000000,150676250000000000000,1,0
0x0008D541C9A9F61b003bEcA6dAeB6dbcba59F612,804000000000000000000,804000000000000000000,1,0
0x0008d5e5fb6722C61dCa4ae99dd52680C5D4d008,5988930049718310000000,5988930049718310000000,1,0
0x0008D5f5b1a141170c6976122135ea7a8350a34D,113897669454664000000,113897669454664000000,1,0
0x0008d6331073EBd6D2e98038f34D9FF20F61951c,500000000000000000000000,500000000000000000000000,1,7
0x0008d66aF0218D5c012C504A55a8e01458734c9A,8186102205207910000,8186102205207910000,1,0
0x0008d7781E2B3Ab32d1B30E72f58E9093b2BECa6,500000000000000000000000,500000000000000000000000,1,38
0x0008D7dbDAdfE230c62511099517dD6c5DB26c38,500000000000000000000000,500000000000000000000000,1,43
0x0008Dac00DCa99Db80D7eb0105046C616f71a582,500000000000000000000000,500000000000000000000000,1,58
0x0008Db08ef2bA952db74c7D69504c84315C75616,801280417298894000000,801280417298894000000,1,0
0x0008e30543f8CED461ED65C520F81C2d3Ca54cE4,1500000000000000000000,1500000000000000000000,2,
0x0008e7B62f0D66D8CfEbcfFf17d19362f6007483,1213800000000000000000,1213800000000000000000,1,0
0x0008e9f7768B1772294Eb3DA9708E78C12c0c905,14012000000000000000000,14012000000000000000000,1,0
0x0008eB8AD525bf563A7b942b900A449a85698f2B,500000000000000000000000,500000000000000000000000,1,42
0x0008EfA4f0ACBfEC62dEA5801CC47F1a472De3B2,73818883279998900000,73818883279998900000,1,0
0x0008f23ae7468afc9e5a04ca34c9AE905a2B6F12,16457000000000000000000,16457000000000000000000,1,0
0x000901402a4a6fA29FDfC33f5FD73Db1c1b1cdB7,681094443259008000000,681094443259008000000,1,0
0x000902a5717a1422b2591eBF7D9A68425BE78d9b,40296887574093200000,40296887574093200000,1,0
0x00090487427084311Ee5a21B776182B1b6D4B22A,65000000000000000000,65000000000000000000,1,0
0x00090591bAAed9441A3619E6d6d8D57Cc3452ECf,212000000000000000000,212000000000000000000,1,0
